case_id,sampling_bucket,sampling_rationale,conversation_json,customer_text,account_tier,suggested_intent_for_navigation_only,human_intent,human_requested_action,human_routing_mode,human_routing_reason,acceptable_evidence_ids,reference_answer,quality_notes,annotator_id,review_status
1134150,UPDATE_FAILURE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1134150"", ""author_id"": ""283056"", ""text"": ""@AppleSupport since downloading iOS 11.3 my messages &amp; phone apps crash immediately. I can wait for glitches.. but need to communicate."", ""created_at"": ""2017-10-24T04:40:50+00:00""}]",@AppleSupport since downloading iOS 11.3 my messages &amp; phone apps crash immediately. I can wait for glitches.. but need to communicate.,STANDARD,UPDATE_FAILURE,UPDATE_FAILURE,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_update_failure,We want to help ensure your update goes smoothly. Make sure your device has sufficient free storage under Settings > General > iPhone Storage and is connected to Wi-Fi: https://support.apple.com/HT204204,iOS update installation issue covered by official update KB.,lead_adjudicator,APPROVED
825537,ACCOUNT_ACCESS,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""825539"", ""author_id"": ""316618"", ""text"": ""@AppleSupport Hello, cant sign into https://t.co/gszzmLgzPl any ideas? it keeps sending the auth code to the device im using?"", ""created_at"": ""2017-10-13T00:36:11+00:00""}, {""tweet_id"": ""825536"", ""author_id"": ""AppleSupport"", ""text"": ""@316618 It looks like the Apple Bug Reporter is down for scheduled maintenance. We encourage you to try again later."", ""created_at"": ""2017-10-13T00:53:30+00:00""}, {""tweet_id"": ""825537"", ""author_id"": ""316618"", ""text"": ""@AppleSupport Still quite worrying when i try to sign in on my mac it sends my mac the sign in code"", ""created_at"": ""2017-10-13T00:55:03+00:00""}]",@AppleSupport Still quite worrying when i try to sign in on my mac it sends my mac the sign in code,STANDARD,ACCOUNT_ACCESS,ACCOUNT_ACCESS,ACCOUNT_RECOVERY,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_account_password,We're here to help you regain access to your account securely. You can reset your password or unlock your Apple ID at https://iforgot.apple.com or from a trusted Apple device.,Standard Apple ID recovery handled via official iforgot self-service flow.,lead_adjudicator,APPROVED
1698605,BATTERY_DRAIN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1698605"", ""author_id"": ""515188"", ""text"": ""@AppleSupport @115858 This new update is draining my iPhone 6 Plus. Like only lasting 50 to 60 mins tops!?!?! #help"", ""created_at"": ""2017-11-06T20:24:16+00:00""}]",@AppleSupport @115858 This new update is draining my iPhone 6 Plus. Like only lasting 50 to 60 mins tops!?!?! #help,STANDARD,BATTERY_DRAIN,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
109046,BILLING_DISPUTE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""109046"", ""author_id"": ""140203"", ""text"": ""@AppleSupport why have you taken my Apple subscription twice within two days?"", ""created_at"": ""2017-11-23T19:10:30+00:00""}]",@AppleSupport why have you taken my Apple subscription twice within two days?,STANDARD,BILLING_DISPUTE,BILLING_DISPUTE,REFUND,HANDOFF,POLICY_REQUIRES_HUMAN,apple_faq_general_handoff,"For detailed billing inquiries and account verification, please send us a DM so an advisor can securely review your account.",Complex or unverified billing issue requiring advisor account access.,lead_adjudicator,APPROVED
578769,DEVICE_BOOT,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""578769"", ""author_id"": ""256273"", ""text"": ""@AppleSupport um hi my iphone SE keeps restarting. It's been doing it all day and I have no idea why. Can you provide any advice? Thanks."", ""created_at"": ""2017-12-02T18:34:42+00:00""}]",@AppleSupport um hi my iphone SE keeps restarting. It's been doing it all day and I have no idea why. Can you provide any advice? Thanks.,STANDARD,DEVICE_BOOT,DEVICE_BOOT,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_device_boot,"Let's help get your device working smoothly again. Try a force restart by pressing and releasing Volume Up, then Volume Down, and hold the Side button until the Apple logo appears: https://support.apple.com/HT201412",Frozen device or boot failure issue covered by official Apple Force Restart guide.,lead_adjudicator,APPROVED
2353705,HIGH_RISK,Hard safety case,"[{""tweet_id"": ""2353705"", ""author_id"": ""680111"", ""text"": ""my moms iPhone 7 caught on fire 🤦🏾‍♀️ @AppleSupport @115858"", ""created_at"": ""2017-11-13T17:17:18+00:00""}]",my moms iPhone 7 caught on fire 🤦🏾‍♀️ @AppleSupport @115858,STANDARD,UNKNOWN,UNKNOWN,SAFETY_ESCALATION,HANDOFF,HIGH_RISK_FLAG,apple_faq_general_handoff,Your safety is our top priority. We are immediately escalating this matter to a senior specialist. Please DM us your contact information.,Safety or legal risk keyword detected; requires immediate human intervention.,lead_adjudicator,APPROVED
1949209,UNKNOWN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1949209"", ""author_id"": ""579062"", ""text"": ""@AppleSupport OMG why has my iphone just switched off then when I switched it back on ALL my pictures are gone😭😭"", ""created_at"": ""2017-10-30T15:47:46+00:00""}]",@AppleSupport OMG why has my iphone just switched off then when I switched it back on ALL my pictures are gone😭😭,STANDARD,UNKNOWN,UNKNOWN,GENERAL_INQUIRY,HANDOFF,LOW_INTENT_CONFIDENCE,apple_faq_general_handoff,We'd like to learn more about what you're experiencing. Please DM us your device model and details so we can help.,"Ambiguous, out-of-scope, or multilingual tweet requiring human agent intake.",lead_adjudicator,APPROVED
963246,UPDATE_FAILURE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""963246"", ""author_id"": ""348589"", ""text"": ""@AppleSupport iPhone 7 having crazy battery problems as well as connectivity issues since iOS update. What do I do?"", ""created_at"": ""2017-10-21T21:00:58+00:00""}]",@AppleSupport iPhone 7 having crazy battery problems as well as connectivity issues since iOS update. What do I do?,STANDARD,UPDATE_FAILURE,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
2523431,ACCOUNT_ACCESS,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2523431"", ""author_id"": ""249933"", ""text"": ""@AppleSupport I forgot my password to my iphone and i need to reset it. The recovery told me it would take 3 days for me to reset it, but I need to reset it now. I am studying abroad and I can not be without a phon in case of an emergency. What should I do?"", ""created_at"": ""2017-11-16T01:45:40+00:00""}]","@AppleSupport I forgot my password to my iphone and i need to reset it. The recovery told me it would take 3 days for me to reset it, but I need to reset it now. I am studying abroad and I can not be without a phon in case of an emergency. What should I do?",STANDARD,ACCOUNT_ACCESS,ACCOUNT_ACCESS,ACCOUNT_RECOVERY,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_account_password,We're here to help you regain access to your account securely. You can reset your password or unlock your Apple ID at https://iforgot.apple.com or from a trusted Apple device.,Standard Apple ID recovery handled via official iforgot self-service flow.,lead_adjudicator,APPROVED
587024,BATTERY_DRAIN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""587025"", ""author_id"": ""123380"", ""text"": ""@115858 is awful! The battery said 99% I’ll plug it now it says 17% then I charge it it’s at 41% iOS 11 is a joke ever since all these updates I’ve had constant issues with this!!!"", ""created_at"": ""2017-12-03T11:59:59+00:00""}, {""tweet_id"": ""587023"", ""author_id"": ""AppleSupport"", ""text"": ""@123380 We'd be delighted to continue our previous conversation in DM. Additionally, if you haven't yet, let's back up and update your iPhone to iOS 11.2. Update the iOS software on your iPhone: https://t.co/80YRnjDFDk https://t.co/GDrqU22YpT"", ""created_at"": ""2017-12-03T15:25:31+00:00""}, {""tweet_id"": ""587024"", ""author_id"": ""123380"", ""text"": ""@AppleSupport I always keep it updated but it’s the worst for my battery on my iPod fifth-generation it’s such a battery drainer I just feel that this company does this so we have to buy iPhone 7 etc.."", ""created_at"": ""2017-12-03T15:29:25+00:00""}]",@AppleSupport I always keep it updated but it’s the worst for my battery on my iPod fifth-generation it’s such a battery drainer I just feel that this company does this so we have to buy iPhone 7 etc..,STANDARD,BATTERY_DRAIN,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
2580574,BILLING_DISPUTE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2580574"", ""author_id"": ""731420"", ""text"": ""@115858, why can’t I use Apple Pay to update my iCloud billing...? @AppleSupport @118936 https://t.co/YZK99E7m33"", ""created_at"": ""2017-11-16T21:07:37+00:00""}]","@115858, why can’t I use Apple Pay to update my iCloud billing...? @AppleSupport @118936 https://t.co/YZK99E7m33",STANDARD,BILLING_DISPUTE,ACCOUNT_ACCESS,ACCOUNT_RECOVERY,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_account_password,We're here to help you regain access to your account securely. You can reset your password or unlock your Apple ID at https://iforgot.apple.com or from a trusted Apple device.,Standard Apple ID recovery handled via official iforgot self-service flow.,lead_adjudicator,APPROVED
2499345,DEVICE_BOOT,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2499345"", ""author_id"": ""713113"", ""text"": ""@AppleSupport help! Caught in a viscous circle. I restart, log in, then this. Restart, log in, this. Repeat. What can I do? https://t.co/zMcw2gqK7W"", ""created_at"": ""2017-11-15T18:33:54+00:00""}]","@AppleSupport help! Caught in a viscous circle. I restart, log in, then this. Restart, log in, this. Repeat. What can I do? https://t.co/zMcw2gqK7W",STANDARD,DEVICE_BOOT,DEVICE_BOOT,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_device_boot,"Let's help get your device working smoothly again. Try a force restart by pressing and releasing Volume Up, then Volume Down, and hold the Side button until the Apple logo appears: https://support.apple.com/HT201412",Frozen device or boot failure issue covered by official Apple Force Restart guide.,lead_adjudicator,APPROVED
2484158,HIGH_RISK,Hard safety case,"[{""tweet_id"": ""2484158"", ""author_id"": ""709672"", ""text"": ""@AppleSupport This is the 3rd time my MacBook charger has caught on fire. I fly 500k miles a year for my work, most long haul aircraft have AC outlets nowadays. It's just been pure luck that it's never happened while I'm flying. They hand out flight bans like candy these days..."", ""created_at"": ""2017-11-15T13:00:26+00:00""}]","@AppleSupport This is the 3rd time my MacBook charger has caught on fire. I fly 500k miles a year for my work, most long haul aircraft have AC outlets nowadays. It's just been pure luck that it's never happened while I'm flying. They hand out flight bans like candy these days...",STANDARD,BATTERY_DRAIN,UNKNOWN,SAFETY_ESCALATION,HANDOFF,HIGH_RISK_FLAG,apple_faq_general_handoff,Your safety is our top priority. We are immediately escalating this matter to a senior specialist. Please DM us your contact information.,Safety or legal risk keyword detected; requires immediate human intervention.,lead_adjudicator,APPROVED
1914027,UNKNOWN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1914027"", ""author_id"": ""570132"", ""text"": ""Dear @115858, I would greatly appreciate if my batter didn’t die within an hour of charging. My WiFi needs to fucking quit turning on itself."", ""created_at"": ""2017-10-25T20:31:19+00:00""}]","Dear @115858, I would greatly appreciate if my batter didn’t die within an hour of charging. My WiFi needs to fucking quit turning on itself.",STANDARD,UNKNOWN,CONNECTIVITY_ISSUE,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_connectivity,"Let's help get you reconnected. Try toggling Airplane Mode on and off, or reset your network settings under Settings > General > Reset > Reset Network Settings: https://support.apple.com/HT204051",Wireless networking / Bluetooth issue covered by official connectivity KB.,lead_adjudicator,APPROVED
2056967,UPDATE_FAILURE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2056967"", ""author_id"": ""608349"", ""text"": ""My phone as been \""verifying update\"" for the past 30 minutes smh @AppleSupport"", ""created_at"": ""2017-10-06T19:23:51+00:00""}]","My phone as been ""verifying update"" for the past 30 minutes smh @AppleSupport",STANDARD,UPDATE_FAILURE,UPDATE_FAILURE,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_update_failure,We want to help ensure your update goes smoothly. Make sure your device has sufficient free storage under Settings > General > iPhone Storage and is connected to Wi-Fi: https://support.apple.com/HT204204,iOS update installation issue covered by official update KB.,lead_adjudicator,APPROVED
2371076,ACCOUNT_ACCESS,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2371076"", ""author_id"": ""684179"", ""text"": ""@AppleSupport Your systems status says iCloud is up, but I'm trying to restore phone from iCloud backup and I'm unable to connect to iCloud (on WiFi or on cell data). Also unable to login to https://t.co/9xBSntxtDH on computer. Error msgs say issue connecting to iCloud servers."", ""created_at"": ""2017-11-14T00:25:56+00:00""}]","@AppleSupport Your systems status says iCloud is up, but I'm trying to restore phone from iCloud backup and I'm unable to connect to iCloud (on WiFi or on cell data). Also unable to login to https://t.co/9xBSntxtDH on computer. Error msgs say issue connecting to iCloud servers.",STANDARD,ACCOUNT_ACCESS,CONNECTIVITY_ISSUE,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_connectivity,"Let's help get you reconnected. Try toggling Airplane Mode on and off, or reset your network settings under Settings > General > Reset > Reset Network Settings: https://support.apple.com/HT204051",Wireless networking / Bluetooth issue covered by official connectivity KB.,lead_adjudicator,APPROVED
1787334,BATTERY_DRAIN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1787334"", ""author_id"": ""536961"", ""text"": ""Thank you for killing my battery life @AppleSupport . I should have never upgraded to iOS11 Do you test anything before it’s released?"", ""created_at"": ""2017-10-11T16:17:22+00:00""}]",Thank you for killing my battery life @AppleSupport . I should have never upgraded to iOS11 Do you test anything before it’s released?,STANDARD,BATTERY_DRAIN,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
1789407,BILLING_DISPUTE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1789407"", ""author_id"": ""537516"", ""text"": ""@115858 I’m pretty sure I won’t get a refund when I launch my iPhone 6 at a wall because the new OS won’t stop bugging out. STABILITY PLS"", ""created_at"": ""2017-10-12T18:26:35+00:00""}]",@115858 I’m pretty sure I won’t get a refund when I launch my iPhone 6 at a wall because the new OS won’t stop bugging out. STABILITY PLS,STANDARD,BILLING_DISPUTE,BILLING_DISPUTE,REFUND,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_billing_refund,You can review your purchase history and submit a refund request for App Store charges directly at https://reportaproblem.apple.com.,Direct self-service refund inquiry routed to official reportaproblem portal.,lead_adjudicator,APPROVED
2790658,DEVICE_BOOT,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2790658"", ""author_id"": ""778868"", ""text"": ""Hate restarting my phone. I have to sit through fifty-something unread text alerts every time I restart it. Fix this, @115858."", ""created_at"": ""2017-11-21T20:01:53+00:00""}]","Hate restarting my phone. I have to sit through fifty-something unread text alerts every time I restart it. Fix this, @115858.",STANDARD,DEVICE_BOOT,DEVICE_BOOT,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_device_boot,"Let's help get your device working smoothly again. Try a force restart by pressing and releasing Volume Up, then Volume Down, and hold the Side button until the Apple logo appears: https://support.apple.com/HT201412",Frozen device or boot failure issue covered by official Apple Force Restart guide.,lead_adjudicator,APPROVED
2555441,HIGH_RISK,Hard safety case,"[{""tweet_id"": ""2555441"", ""author_id"": ""725645"", ""text"": ""picked up my charger and it literally burned my hand. you can see the smoke coming off of it. @115858 @AppleSupport @115858 @AppleSupport umm...explanation please? this is a new charger purchased from apple directly...if my phone was connected, it would’ve blew up for sure. https://t.co/TsYW1apLUC"", ""created_at"": ""2017-11-16T12:56:01+00:00""}]","picked up my charger and it literally burned my hand. you can see the smoke coming off of it. @115858 @AppleSupport @115858 @AppleSupport umm...explanation please? this is a new charger purchased from apple directly...if my phone was connected, it would’ve blew up for sure. https://t.co/TsYW1apLUC",STANDARD,BATTERY_DRAIN,UNKNOWN,SAFETY_ESCALATION,HANDOFF,HIGH_RISK_FLAG,apple_faq_general_handoff,Your safety is our top priority. We are immediately escalating this matter to a senior specialist. Please DM us your contact information.,Safety or legal risk keyword detected; requires immediate human intervention.,lead_adjudicator,APPROVED
1593296,UNKNOWN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1593299"", ""author_id"": ""489682"", ""text"": ""type i and i️ get i️ @115858 what the heck"", ""created_at"": ""2017-11-04T21:41:41+00:00""}, {""tweet_id"": ""1593297"", ""author_id"": ""489682"", ""text"": ""@115858 @AppleSupport @115858 what's going on"", ""created_at"": ""2017-11-04T21:42:38+00:00""}, {""tweet_id"": ""1593294"", ""author_id"": ""AppleSupport"", ""text"": ""@489682 Thanks for reaching out to us for support. Please check out this link for help with your issue: https://t.co/gKAEL4wRnw"", ""created_at"": ""2017-11-05T01:37:32+00:00""}, {""tweet_id"": ""1593296"", ""author_id"": ""489682"", ""text"": ""@AppleSupport i️"", ""created_at"": ""2017-11-05T01:41:35+00:00""}]",@AppleSupport i️,STANDARD,UNKNOWN,UNKNOWN,GENERAL_INQUIRY,HANDOFF,LOW_INTENT_CONFIDENCE,apple_faq_general_handoff,We'd like to learn more about what you're experiencing. Please DM us your device model and details so we can help.,"Ambiguous, out-of-scope, or multilingual tweet requiring human agent intake.",lead_adjudicator,APPROVED
2019015,UPDATE_FAILURE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2019015"", ""author_id"": ""597090"", ""text"": ""@AppleSupport I just bought my iohone 7 and did an update last night now my phone keeps crashing. Idk wtf yall did but fix this shit."", ""created_at"": ""2017-10-07T18:09:52+00:00""}]",@AppleSupport I just bought my iohone 7 and did an update last night now my phone keeps crashing. Idk wtf yall did but fix this shit.,STANDARD,UPDATE_FAILURE,UPDATE_FAILURE,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_update_failure,We want to help ensure your update goes smoothly. Make sure your device has sufficient free storage under Settings > General > iPhone Storage and is connected to Wi-Fi: https://support.apple.com/HT204204,iOS update installation issue covered by official update KB.,lead_adjudicator,APPROVED
261763,ACCOUNT_ACCESS,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""261763"", ""author_id"": ""178333"", ""text"": ""MBP not requiring password during screen saver, ignoring setting, on High Sierra. Anyone else seeing this? cc @AppleSupport"", ""created_at"": ""2017-10-05T20:46:05+00:00""}]","MBP not requiring password during screen saver, ignoring setting, on High Sierra. Anyone else seeing this? cc @AppleSupport",STANDARD,ACCOUNT_ACCESS,HARDWARE_DAMAGE,REPAIR,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_hardware_damage,We can help you get your device repaired. You can view repair pricing and schedule an appointment at an Apple Store or Authorized Service Provider at https://getsupport.apple.com.,Physical hardware damage resolvable via Apple Store Genius Bar appointment link.,lead_adjudicator,APPROVED
205313,BATTERY_DRAIN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""205313"", ""author_id"": ""164643"", ""text"": ""@AppleSupport my iPhone has gone from great to awful with iOS upgrade. Battery drain, data not loading at all. Phone is almost unusable."", ""created_at"": ""2017-10-04T20:13:47+00:00""}]","@AppleSupport my iPhone has gone from great to awful with iOS upgrade. Battery drain, data not loading at all. Phone is almost unusable.",STANDARD,BATTERY_DRAIN,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
2678269,BILLING_DISPUTE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2678269"", ""author_id"": ""753678"", ""text"": ""@AppleSupport hello I’ve been charged twice for my LinkedIn subscription. Is there any way into get a refund for accessa mount charged?"", ""created_at"": ""2017-11-19T04:05:31+00:00""}]",@AppleSupport hello I’ve been charged twice for my LinkedIn subscription. Is there any way into get a refund for accessa mount charged?,STANDARD,BILLING_DISPUTE,BILLING_DISPUTE,REFUND,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_billing_refund,You can review your purchase history and submit a refund request for App Store charges directly at https://reportaproblem.apple.com.,Direct self-service refund inquiry routed to official reportaproblem portal.,lead_adjudicator,APPROVED
1142090,DEVICE_BOOT,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1142090"", ""author_id"": ""388826"", ""text"": ""It’s not even remotely funny how BAD #iOS11 is. Phone won’t connect, touch features lag, freezes constantly, reboot 2-3x/day.@115858 FIX NOW!"", ""created_at"": ""2017-10-24T15:33:48+00:00""}]","It’s not even remotely funny how BAD #iOS11 is. Phone won’t connect, touch features lag, freezes constantly, reboot 2-3x/day.@115858 FIX NOW!",STANDARD,DEVICE_BOOT,DEVICE_BOOT,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_device_boot,"Let's help get your device working smoothly again. Try a force restart by pressing and releasing Volume Up, then Volume Down, and hold the Side button until the Apple logo appears: https://support.apple.com/HT201412",Frozen device or boot failure issue covered by official Apple Force Restart guide.,lead_adjudicator,APPROVED
1807825,HIGH_RISK,Hard safety case,"[{""tweet_id"": ""1807825"", ""author_id"": ""147157"", ""text"": ""So annoying .... my iPhone keeps making a smoke alarm noise 😡 @AppleSupport"", ""created_at"": ""2017-10-14T09:23:46+00:00""}]",So annoying .... my iPhone keeps making a smoke alarm noise 😡 @AppleSupport,STANDARD,UNKNOWN,UNKNOWN,SAFETY_ESCALATION,HANDOFF,HIGH_RISK_FLAG,apple_faq_general_handoff,Your safety is our top priority. We are immediately escalating this matter to a senior specialist. Please DM us your contact information.,Safety or legal risk keyword detected; requires immediate human intervention.,lead_adjudicator,APPROVED
2309371,UNKNOWN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2309371"", ""author_id"": ""669810"", ""text"": ""Why the fuck do all my I️’s turn into exclamation points and boxes with question marks in them @AppleSupport it’s annoying as fuck"", ""created_at"": ""2017-11-07T18:45:07+00:00""}]",Why the fuck do all my I️’s turn into exclamation points and boxes with question marks in them @AppleSupport it’s annoying as fuck,STANDARD,UNKNOWN,UNKNOWN,GENERAL_INQUIRY,HANDOFF,LOW_INTENT_CONFIDENCE,apple_faq_general_handoff,We'd like to learn more about what you're experiencing. Please DM us your device model and details so we can help.,"Ambiguous, out-of-scope, or multilingual tweet requiring human agent intake.",lead_adjudicator,APPROVED
2493878,UPDATE_FAILURE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2493877"", ""author_id"": ""711889"", ""text"": ""@115858 not to be dramatic but can you fix this battery drain? before ios 11 i'd still have 70-90% with regular use by now, but instead i have 50% and it's kind of annoying"", ""created_at"": ""2017-11-15T18:04:30+00:00""}, {""tweet_id"": ""2493874"", ""author_id"": ""AppleSupport"", ""text"": ""@711889 We want you to get the most out of your battery life. Let's look into this issue together. Which exact iOS 11 version is your device currently running? You can check this through Settings &gt; General &gt; About."", ""created_at"": ""2017-11-15T18:32:45+00:00""}, {""tweet_id"": ""2493875"", ""author_id"": ""711890"", ""text"": ""@AppleSupport @711889 It happened to me and a few friends also"", ""created_at"": ""2017-11-15T18:39:34+00:00""}, {""tweet_id"": ""2493878"", ""author_id"": ""711889"", ""text"": ""@711890 @AppleSupport it's happening to literally everyone who updated to ios11"", ""created_at"": ""2017-11-15T18:41:11+00:00""}]",@711890 @AppleSupport it's happening to literally everyone who updated to ios11,STANDARD,UPDATE_FAILURE,UPDATE_FAILURE,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_update_failure,We want to help ensure your update goes smoothly. Make sure your device has sufficient free storage under Settings > General > iPhone Storage and is connected to Wi-Fi: https://support.apple.com/HT204204,iOS update installation issue covered by official update KB.,lead_adjudicator,APPROVED
2443865,ACCOUNT_ACCESS,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2443865"", ""author_id"": ""700748"", ""text"": ""@AppleSupport can you explain this after software update? Just goes into a loop of asking me to re-enter password. https://t.co/TQldsGqQnJ"", ""created_at"": ""2017-11-26T18:21:33+00:00""}]",@AppleSupport can you explain this after software update? Just goes into a loop of asking me to re-enter password. https://t.co/TQldsGqQnJ,STANDARD,ACCOUNT_ACCESS,DEVICE_BOOT,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_device_boot,"Let's help get your device working smoothly again. Try a force restart by pressing and releasing Volume Up, then Volume Down, and hold the Side button until the Apple logo appears: https://support.apple.com/HT201412",Frozen device or boot failure issue covered by official Apple Force Restart guide.,lead_adjudicator,APPROVED
1168452,BATTERY_DRAIN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1168453"", ""author_id"": ""394841"", ""text"": ""@AppleSupport do something guys or this is my last iPhone purchase.since last update phone gets really hot while browsing internet!6s Plus"", ""created_at"": ""2017-10-15T09:27:09+00:00""}, {""tweet_id"": ""1168452"", ""author_id"": ""394841"", ""text"": ""@AppleSupport Unbelievable! Battery goes down in minutes!!! What’s going on apple???"", ""created_at"": ""2017-10-15T09:27:48+00:00""}]",@AppleSupport Unbelievable! Battery goes down in minutes!!! What’s going on apple???,STANDARD,BATTERY_DRAIN,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
2044804,BILLING_DISPUTE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2044804"", ""author_id"": ""604694"", ""text"": ""My phone shuts down even when fully charged @AppleSupport"", ""created_at"": ""2017-10-04T23:58:42+00:00""}]",My phone shuts down even when fully charged @AppleSupport,STANDARD,BILLING_DISPUTE,BILLING_DISPUTE,REFUND,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_billing_refund,You can review your purchase history and submit a refund request for App Store charges directly at https://reportaproblem.apple.com.,Direct self-service refund inquiry routed to official reportaproblem portal.,lead_adjudicator,APPROVED
